"names","importance"
"precipitation",0.00113316661626282
"temperature",0.00147597197903258
"referencePotET",0.00185991544727536
"airEntry1",0.00339411638564477
"airEntry2",7.62302322058796e-05
"aqThick",0.000106972027306883
"area_pcr",0.000103324358451318
"aridityIdx",0.00161387393659703
"bankArea",0.000148409498194194
"bankDepth",0.000141865328849828
"bankWidth",0.00069412263685003
"demAverage",9.20783504653196e-05
"forestFraction",0.00010073265139577
"groundwaterDepth",0.000319086178789243
"KSat1",6.5482828222073e-05
"KSat2",5.48059958033344e-05
"kSatAquifer",0.000229709979327583
"percolationImp",0.000108733815605941
"poreSize1",0.000173150412609269
"poreSize2",0.000101603429398707
"recessionCoeff",0.000219541582267978
"resWC1",8.68830937641387e-05
"resWC2",3.81605694282325e-05
"satWC1",0.0018029076209405
"satWC2",0.000257800601521767
"slopeLength",0.000129388064419805
"specificYield",9.29435012173938e-05
"storage2",5.80547062490244e-05
"storDepth1",4.02650910682337e-05
"tanSlope",0.000151931339573716
