"names","importance"
"pcr",0.00151677001600238
"precipitation",0.000155558373987063
"temperature",0.000498198078813683
"referencePotET",0.000465795091246516
"desalinationAbstraction",4.0991328675359e-05
"surfaceWaterInf",0.000661641267791969
"snowCoverSWE",0.00105014187374474
"directRunoff",0.000205881177320247
"snowFreeWater",0.00489512812642788
"industryWaterWithdrawal",0.000202498900766927
"interflowTotal",0.000328468063507536
"totalGroundwaterAbstraction",0.00041177628205297
"domesticWaterWithdrawal",0.000105519735555137
"surfaceWaterAbstraction",0.000148725980978829
"storUppTotal",0.000215039920958072
"totalEvaporation",0.000918351620820916
"livestockWaterWithdrawal",0.000170313109708537
"fossilGroundwaterAbstraction",0.000592242271777477
"storGroundwater",0.00016843317923231
"gwRecharge",0.00075301230540844
"baseflow",0.000153531458221651
"irrigationWaterWithdrawal",0.000594411996372333
"surfaceWaterStorage",0.000233421771880907
"storLowTotal",0.000466726465846014
"nonIrrWaterConsumption",9.64790562287231e-05
