"grdc_no","KGE","KGE_corrected","KGE_r","KGE_r_corrected","KGE_alpha","KGE_alpha_corrected","KGE_beta","KGE_beta_corrected","NSE","NSE_corrected","RMSE","RMSE_corrected","MAE","MAE_corrected","nRMSE","nRMSE_corrected","nMAE","nMAE_corrected"
1104150,-10.0187634137503,-0.0499339513865573,0.839202647434698,0.708249614981701,7.98514015434066,1.0105443574,8.91821376534647,1.97249978738742,-85.2501584341357,-0.125481079791441,0.000408235081424432,4.66336567080279e-05,0.000261942281344365,3.82491496370653e-05,NA,NA,NA,NA
1112330,-6.24521433449917,-7.10214415911976,0.718876193969065,0.746982801390157,6.50645557157774,2.91806779023874,8.23935396488821,9.29537305618829,-28.5243738680037,-17.6491666922482,0.000221865722452068,0.000176331368322926,0.000118394627586207,0.000153765842241564,NA,NA,NA,NA
1112340,-5.39255320721711,0.0164132064874305,0.97112341977493,0.851262537654713,5.29402391609006,0.73679620025258,5.73553178199268,1.93597217237797,-26.3001365403425,0.377314638391858,0.000767855194803467,0.000115966151655346,0.0004298589,0.000105367101953307,8.45906105226622,1.27753873840759,4.73553178199268,1.16077452409698
1160378,-22.4224760931142,-5.76397428098095,0.45321816439374,0.402517449446474,23.9896657202987,3.92806352086225,20.6173763536339,7.60462964882158,-360.494335742158,-18.4488275358177,0.000178032639471511,4.12948216611918e-05,7.81539293981719e-05,2.97767573414779e-05,NA,NA,NA,NA
1196405,-11.4440666829351,0.153183822974696,0.711819508044861,0.472316457552556,7.08539098537637,0.574711996081662,13.1856430143646,1.47217476190616,-43.4016687577599,0.205233763480476,0.000176356003427274,2.35944743584435e-05,9.58471827649821e-05,1.22512592388675e-05,NA,NA,NA,NA
1234180,-546.291552200775,-3.23326912439623,0.67138676735489,0.632081133082651,260.888529009952,1.47460100211451,459.534521316612,5.31867761504077,-162840.612792825,-7.26305810287971,0.0251310787052351,0.000179018880144709,0.0192708435117839,0.000168243543805315,NA,NA,NA,NA
1258100,-44.1561711602654,-232.078957108403,0.231842782746557,0.404367822586373,35.2158875283723,24.4999650000827,28.2753527427807,232.989225028294,-1382.2607581557,-4283.95473934578,0.000374338180110582,0.000658847975589456,7.31442260984234e-05,0.000611866712201472,NA,NA,NA,NA
1258201,-119.975297401575,-64.7860107601719,0.394146737117508,0.254685877405765,37.1905762409752,6.53375592418001,121.956623703228,67.6619925040939,-1545.67686553368,-87.0581956876857,0.000158941774869935,3.79247873964471e-05,4.95363660110362e-05,2.81750194727777e-05,NA,NA,NA,NA
1258500,-14.778834235749,-28.9400346831332,0.640904784314218,0.377272219120776,8.4625395432252,1.44511140114749,16.3233116417211,31.1467131841113,-62.9936982812657,-24.7522285254425,0.000158013719956504,0.000100238278972148,4.51050461566721e-05,9.68527496607889e-05,NA,NA,NA,NA
1259100,0.391145125526837,-0.486350681438836,0.679263442990197,0.519020277385319,0.539320610564583,0.347729336096118,0.76400231055146,2.2548235779537,0.439670089425384,0.164663830639532,3.06225488835886e-05,3.73895361054259e-05,7.88536954692066e-06,2.04520983592086e-05,NA,NA,NA,NA
1269600,-185.572508212612,-0.0643508331878584,0.674211745827658,0.664296098398624,58.3461738817381,0.35105120347292,178.540448979617,1.77395803894227,-17236.694411948,0.0788034494325969,0.0158069391826402,0.000115553830158774,0.0142000159600998,0.000108747759666588,197.631544032414,1.44475041051707,177.540448979617,1.35965523778171
1287800,-9.49356741310761,0.157414546414176,0.882121295864971,0.627954544190602,8.30477218122977,0.39981308561015,11.2381861276017,1.3549041054282,-54.9840046721471,0.271425506083428,0.000577369797156514,6.58656622288909e-05,0.000332881734485467,4.72964976256437e-05,NA,NA,NA,NA
1396101,-14.6437351885079,-0.186041680661866,0.719488769716724,0.628747203929907,11.5678534468291,0.144595539512174,21.8511283046482,0.480799882573584,-58.1755596416469,0.0392248399134263,0.000390847650223379,4.98020478836804e-05,0.000231274817738842,1.66837057162465e-05,NA,NA,NA,NA
1426200,-0.31027151091432,0.2109515360692,0.367075144652867,0.36348021247093,0.228603351251564,0.54177692069408,0.150785792572223,1.08643869565711,-0.786223839801388,0.0909850908318156,0.00021218677893629,0.000151368630820469,0.000151735462184838,9.80761114412732e-05,1.1951753468573,0.852607578809086,0.854673814063449,0.552429096185272
1426260,-5.92510274934212,0.359559243230804,0.668741839371371,0.67441419728875,2.80151542442914,0.426869070212178,7.52428182174647,1.09951921468124,-15.2235699576356,0.407780147318151,0.00129896197053273,0.000248178813840235,0.00109743308737864,0.000163870776166898,NA,NA,NA,NA
1426350,-7.45535732317846,-0.38951572537383,0.706448550434769,0.658461256428117,4.20184417257484,1.04728970070314,8.85297264825249,2.16816074683624,-37.9942362172111,-0.56270873770589,0.000810300530768776,0.000162212730406257,0.000654928101818182,0.00013385456730241,NA,NA,NA,NA
1427500,-1.72178017498026,-0.0329875131682991,0.188879203097425,0.101859091038911,2.34325363291325,0.527177694114999,3.11771533730851,1.19676222692573,-14.1196725246891,-0.266418625371431,0.00124759155802368,0.000361068730892966,0.000989943906359447,0.000265399296976602,NA,NA,NA,NA
1428500,-0.280994442743305,0.197042557068581,0.613022242846659,0.467454468428595,0.087186143295289,0.431995023826137,0.134693710605541,1.15757761299859,-0.128412345063552,0.189340709805216,0.00032555872537473,0.000275939966432396,0.00015818396712629,0.000201228963062452,NA,NA,NA,NA
1491210,-5.63101097021218,-0.162964312315397,0.678167149283623,0.379636945022524,3.32634982161613,0.179220446941856,10.9029399545406,1.49468995527488,-3.48101434261124,0.0902769124706901,0.00023140266044276,0.000104264097668899,0.000103879245945164,3.20425598545767e-05,NA,NA,NA,NA
1531700,-2.77792589245167,-0.0731141418993626,0.204523398182759,0.174592950214033,5.23842184247235,1.76917797465429,2.2843636884831,0.641347185361225,-26.6416020725366,-3.0076479130849,0.000360717467181171,0.000137350532543272,0.000236257074854098,0.000117981295353192,NA,NA,NA,NA
1537500,-27.3178783202747,-0.0266830960318534,0.569506960329387,0.651144264410387,20.0327352175278,0.647578507709234,36.1867828659832,1.97292154876411,-440.82644567882,0.11502463154714,0.00119582641511394,5.35189864969202e-05,0.000889716436787565,4.6651085134321e-05,NA,NA,NA,NA
1673100,-11.6576197590355,-0.623171084407698,-0.432584231592096,-0.199944960163407,11.0617309787064,1.57224642448776,7.63047473553912,1.84243210154784,-853.503241690573,-16.2386669988664,0.000340945995422957,4.84262206712933e-05,0.000309867555223102,4.22887046990594e-05,NA,NA,NA,NA
1749050,0.205048263480339,-0.0510067927792286,0.633948170486752,0.448707623825714,1.78498815452068,0.358477908692581,1.67451766914281,0.346418372468947,-2.61064488350993,-2.7730555704024,0.000417913805711797,0.000427209528631245,0.000367697392530572,0.000379075468098095,NA,NA,NA,NA
1837106,-14.7574628407423,-0.255613373839654,0.299539770502393,0.320945132989514,9.51702522246921,0.226748209462496,3.25316147579253,0.139592576250439,-482.795695232177,-1.8103840590016,0.00140322913674731,0.000106949911779422,0.00110775465368807,8.87316960788299e-05,NA,NA,NA,NA
1837200,-0.390873820496558,-7.88466601464203,0.0252548399868232,-0.00539084362334736,0.36347295834229,6.56736500935168,0.190595559273895,2.64087167613549,-1.56687974768392,-129.716548241203,8.25239791550661e-05,0.000588901532573371,6.59496068042544e-05,0.000404150904783074,NA,NA,NA,NA
1992710,-0.435436560124934,-0.464011180951933,-0.0536871765086431,-0.361467868884801,0.663048503663358,0.896025285142374,0.0852950523141112,0.471868161708813,-29.2678946982664,-11.0372879530608,0.0003851582623767,0.000242891566832656,0.000375422593866825,0.000216761290224287,0.938425587574098,0.591797407941358,0.914704947685889,0.528131838291187
2178300,-6.78480455926643,0.00630540219792086,0.0960971423604015,0.251921632238093,6.53639110902326,0.771679237479911,4.83990359598455,1.61063114121337,-69.4132470280628,-0.547203774841437,0.000325188279837156,4.82038201035815e-05,0.00017395520342246,3.49840468504343e-05,NA,NA,NA,NA
2311307,-26.3830473650173,-0.60722708184127,0.481461044394196,0.0547909914296399,10.7503692270266,0.352896512665181,28.5187801265371,2.20210327193581,-134.445730692228,-0.187660315083107,0.000377388113823573,3.53387903798658e-05,0.000220938224299065,1.78196470110317e-05,NA,NA,NA,NA
2517820,-9.95587088659953,-0.469069465338069,-0.288489137271255,0.267915330560047,13.2790011309913,2.4527386633484,1.29294352685642,1.23632317229031,-151.337989955846,-5.63223155949596,0.000457638740052572,9.54879371405121e-05,0.000321053851154833,7.44826107101207e-05,NA,NA,NA,NA
2517830,-0.00221463184090576,0.0574195811465619,0.308195784457325,0.734886414639475,0.526341668391124,0.756885642236319,0.450919968919938,1.8712451101225,-0.214422687917299,-0.119617628396621,0.000149088150489935,0.000143150561212881,9.16122122448833e-05,0.000129327344099567,1.18254975621724,1.13545349317404,0.726657342657307,1.02580935328922
2853050,-6.04056736988608,-0.121289919580367,0.571896941230567,0.67690310385758,9.92745825196766,0.322994539065314,3.34234839668193,0.350753390465932,-57.9034281076504,-0.735681038823193,0.000597683748352839,0.000102597344728956,0.000297225451737451,7.82377390089695e-05,NA,NA,NA,NA
2856600,-85.7980103602337,-1.13584052751794,0.438257914694112,0.262276890996906,44.6561667638397,0.862701765290557,69.2597940949936,3.17574699784237,-5553.51982068206,-2.4077566977899,0.00972031592835892,0.000240763922474299,0.0074929239,0.000233334458218268,NA,NA,NA,NA
2903461,-36.4461929820546,-0.203480739699737,0.697940033241949,0.371029293714955,19.1311496375618,0.107911989398677,34.9960512255316,1.51796360734189,-597.073756349251,0.0087343365633562,0.0194577339380843,0.000792154546462925,0.0125705635045025,0.00061968941891617,NA,NA,NA,NA
2903470,-149.510220624506,-3.0860959132288,0.558757400074532,0.229108207586997,63.8300708433886,0.483204246751155,138.014010025292,4.98286304292585,-7613.17184224935,-3.14528971923838,0.0272008001377489,0.000634669732203172,0.0189946639771167,0.000607475240128306,NA,NA,NA,NA
2903640,-0.388412366714264,0.00466444227664942,0.914094998548305,0.613050235772582,0.0299025182439163,0.113705229382097,0.0238357620295464,0.789497955246557,-0.183441047458731,0.111958076835442,0.000779686053671706,0.00067540331210269,0.000340449320245399,0.000367018103960132,NA,NA,NA,NA
2908102,-2.7196597458934,-0.275664945640817,-0.0278654299205933,-0.0378547980275384,4.2852263084485,0.282506948408235,1.12572157846168,0.738726871240292,-21.6125862931082,-1.20812763135838,0.000396803822374768,0.000123997467291107,0.000281545939402174,0.000101198686141384,NA,NA,NA,NA
2908103,-5.61446382323246,0.206993528608925,0.566200283522024,0.625017377340353,9.5360144174121,0.573538572802285,1.90813689570945,1.02867090161262,-92.0653693110295,0.193584089256473,0.000430525778246658,4.00760262015429e-05,0.000327053907692308,3.35387274245401e-05,NA,NA,NA,NA
2909154,-0.439192881678733,0.280920248341495,0.394965617701572,0.565874869155175,2.29029454435518,0.432726012983914,0.677523951918491,0.948097867373281,-5.4160378408701,0.24492996202498,0.000452795793946387,0.000155332575918778,0.000380995215529412,9.91066044153506e-05,NA,NA,NA,NA
2909357,-375.697477352557,-405.517635176912,0.688852948698891,0.231116433629017,227.18772738619,42.9246271895483,288.284179835565,403.412477633612,-149835.598440911,-180573.785246991,0.000695991601837852,0.000764053202075692,0.000542519068,0.000759219611865767,NA,NA,NA,NA
2910560,-2.59196448347716,-0.683915787234212,0.864540909099289,-0.171935852708096,3.83714366007824,0.576478839294048,3.63678238344261,2.12318492024639,-10.5037040865001,-1.29470576781583,0.000498485081900937,0.000222636732012024,0.000306257540825956,0.00019106991588372,NA,NA,NA,NA
