"datetime","obs","pcr","pcr_corrected","res","res_corrected"
"1979-01-01",0.000120563824390244,0.000517739506620209,0.000231082518558312,-0.000397175682229965,-0.000110518694168068
"1979-02-01",9.30874202090592e-05,0.000397835573519164,0.000203070355164326,-0.000304748153310105,-0.000109982934955266
"1979-03-01",7.14838076655052e-05,0.000304844487804878,0.000212082734851568,-0.000233360680139373,-0.000140598927186063
"1979-04-01",5.60546341463415e-05,0.000191697516376307,0.000213484857471602,-0.000135642882229966,-0.00015743022332526
"1979-05-01",0.000129420275958188,0.000254598221602787,0.000345893803793275,-0.000125177945644599,-0.000216473527835087
"1979-06-01",0.000308712016724739,0.000452095977700348,0.000369785695217286,-0.000143383960975609,-6.10736784925471e-05
"1979-07-01",0.000333868866898955,0.000533030801393728,0.000318571337225505,-0.000199161934494773,1.52975296734496e-05
"1979-08-01",NA,0.000731549402090592,0.000357206361709855,NA,NA
"1979-09-01",NA,0.000764626754006969,0.000371167628022312,NA,NA
"1979-10-01",0.000103237162369338,0.000872183314285714,0.000450879860363287,-0.000768946151916376,-0.000347642697993949
"1979-11-01",6.39320864111498e-05,0.000858950567247387,0.000372680040787736,-0.000795018480836237,-0.000308747954376586
"1979-12-01",4.91676209059234e-05,0.000815917346341463,0.000331951953990258,-0.00076674972543554,-0.000282784333084335
"1980-01-01",4.47877128919861e-05,0.00074108892543554,0.000287597086074542,-0.000696301212543554,-0.000242809373182556
"1980-02-01",4.58314369337979e-05,0.000581730898954704,0.00024761901655992,-0.000535899462020906,-0.000201787579626122
"1980-03-01",4.75067540069686e-05,0.000406464735888502,0.000198223867181779,-0.000358957981881533,-0.00015071711317481
"1980-04-01",8.2576724738676e-05,0.000310507751916376,0.000246043321384789,-0.0002279310271777,-0.000163466596646113
"1980-05-01",0.000147803606968641,0.000436530129616725,0.000261255774279103,-0.000288726522648084,-0.000113452167310462
"1980-06-01",0.0001865376,0.000432317000696864,0.000242110331632822,-0.000245779400696864,-5.55727316328216e-05
"1980-07-01",0.000220559331010453,0.000425445942857143,0.000267243430289708,-0.00020488661184669,-4.66840992792553e-05
"1980-08-01",0.000247109719860627,0.000553135810452962,0.000344448075854588,-0.000306026090592335,-9.73383559939607e-05
"1980-09-01",0.0004960224,0.000873649404878049,0.000453406164240689,-0.000377627004878049,4.26162357593107e-05
"1980-10-01",0.000267464295470383,0.00101184304390244,0.000513149831716636,-0.000744378748432057,-0.000245685536246254
"1980-11-01",0.000175308610452962,0.000904189547038328,0.000384133505506536,-0.000728880936585366,-0.000208824895053574
"1980-12-01",0.000103812158885017,0.000849926433449477,0.000343595389376396,-0.00074611427456446,-0.000239783230491379
"1981-01-01",8.67982829268293e-05,0.000759440646689896,0.000289131279823009,-0.000672642363763067,-0.00020233299689618
"1981-02-01",6.81114982578397e-05,0.000530368055749129,0.000218478521912954,-0.000462256557491289,-0.000150367023655114
"1981-03-01",6.38896390243902e-05,0.000389471029965157,0.000209489843926348,-0.000325581390940767,-0.000145600204901958
"1981-04-01",6.12627177700349e-05,0.000243248813937282,0.000222663234475243,-0.000181986096167247,-0.000161400516705208
"1981-05-01",NA,0.000382670717770035,0.00035602541254003,NA,NA
"1981-06-01",0.000157928362369338,0.000581761003484321,0.000346502043849142,-0.000423832641114983,-0.000188573681479804
"1981-07-01",7.08329477351916e-05,0.00059947541184669,0.000320437784577049,-0.000528642464111498,-0.000249604836841857
"1981-08-01",4.54286383275261e-05,0.000586593683623693,0.000271470198287827,-0.000541165045296167,-0.0002260415599603
"1981-09-01",3.52021296167247e-05,0.000550935771428571,0.000236581214056701,-0.000515733641811846,-0.000201379084439977
"1981-10-01",7.82913449477352e-05,0.000602220944947735,0.000274744334597762,-0.0005239296,-0.000196452989650026
"1981-11-01",6.1403305923345e-05,0.00060598521533101,0.000258168192816343,-0.000544581909407665,-0.000196764886892998
"1981-12-01",4.55743442508711e-05,0.000560514731707317,0.000230166991666416,-0.000514940387456446,-0.000184592647415545
"1982-01-01",4.12627735191638e-05,0.000467511604181185,0.000208796105228725,-0.000426248830662021,-0.000167533331709561
"1982-02-01",3.9221987456446e-05,0.000253596342857143,0.000196180828259744,-0.000214374355400697,-0.000156958840803298
"1982-03-01",3.73100487804878e-05,0.00016566101184669,0.000194546203863219,-0.000128350963066202,-0.000157236155082732
"1982-04-01",3.57942857142857e-05,0.000104422076655052,0.000224851856203506,-6.86277909407663e-05,-0.000189057570489221
"1982-05-01",NA,0.00034389006271777,0.00034111696046487,NA,NA
"1982-06-01",0.000211163105226481,0.000587412827874565,0.000381925570874363,-0.000376249722648084,-0.000170762465647882
"1982-07-01",0.000197223503832753,0.000879431882926829,0.000381391964905944,-0.000682208379094076,-0.000184168461073191
"1982-08-01",8.58951470383275e-05,0.000931233951219512,0.000444264710031975,-0.000845338804181184,-0.000358369562993647
"1982-09-01",9.29125128919861e-05,0.00101976234146341,0.00037945489079589,-0.000926849828571424,-0.000286542377903904
"1982-10-01",9.88400947735192e-05,0.000963368730313589,0.000341274571889538,-0.00086452863554007,-0.000242434477116019
"1982-11-01",8.33293379790941e-05,0.000915599464808362,0.000305253136384317,-0.000832270126829268,-0.000221923798405223
"1982-12-01",6.62395986062718e-05,0.000767349106620209,0.000262100970606603,-0.000701109508013937,-0.000195861372000332
"1983-01-01",5.35180264808362e-05,0.00049858218815331,0.000203335431649358,-0.000445064161672474,-0.000149817405168522
"1983-02-01",4.02756459930314e-05,0.000345029519163763,0.000203704346779029,-0.000304753873170732,-0.000163428700785998
