"datetime","obs","pcr","pcr_corrected","res","res_corrected"
"1979-01-01",9.224e-05,0.00030674096,9.14577137328811e-05,-0.00021450096,7.82286267118863e-07
"1979-02-01",7.664e-05,0.00031082824,8.25435680179096e-05,-0.00023418824,-5.9035680179096e-06
"1979-03-01",6.568e-05,0.00031936776,8.43499440232562e-05,-0.00025368776,-1.86699440232562e-05
"1979-04-01",5.984e-05,0.00041320792,9.76866373331071e-05,-0.00035336792,-3.78466373331071e-05
"1979-05-01",6.272e-05,0.00062790616,0.000143498109393269,-0.00056518616,-8.0778109393269e-05
"1979-06-01",7.592e-05,0.00072951848,0.000151260919521326,-0.00065359848,-7.53409195213259e-05
"1979-07-01",8.896e-05,0.00076936168,0.000166387370524521,-0.00068040168,-7.74273705245213e-05
"1979-08-01",1e-04,0.00076669992,0.000226793647080746,-0.00066669992,-0.000126793647080746
"1979-09-01",0.00010832,0.000671954,0.000145610828128374,-0.000563634,-3.72908281283738e-05
"1979-10-01",0.000112,0.00054566832,0.000120042652741644,-0.00043366832,-8.04265274164431e-06
"1979-11-01",0.0001108,0.00040107568,0.000107267618050243,-0.00029027568,3.53238194975713e-06
"1979-12-01",8.6e-05,0.00032104808,9.62562112590778e-05,-0.00023504808,-1.02562112590778e-05
"1980-01-01",6.832e-05,0.00027831368,8.60480526696754e-05,-0.00020999368,-1.77280526696754e-05
"1980-02-01",6.032e-05,0.00027222464,7.9903364893064e-05,-0.00021190464,-1.9583364893064e-05
"1980-03-01",5.64e-05,0.00027457592,7.57014233602946e-05,-0.00021817592,-1.93014233602946e-05
"1980-04-01",5.456e-05,0.00039224912,7.65383917759049e-05,-0.00033768912,-2.19783917759049e-05
"1980-05-01",5.704e-05,0.000579638,0.000114554441128709,-0.000522598,-5.75144411287089e-05
"1980-06-01",7.464e-05,0.0006502096,0.000121911959957299,-0.0005755696,-4.72719599572993e-05
"1980-07-01",8.272e-05,0.00081507632,0.000208536745316838,-0.00073235632,-0.000125816745316838
"1980-08-01",9.312e-05,0.00076759088,0.000214193665464585,-0.00067447088,-0.000121073665464585
"1980-09-01",1e-04,0.00066355304,0.00014728897239317,-0.00056355304,-4.72889723931696e-05
"1980-10-01",0.00010568,0.00056290768,0.000116316559775216,-0.00045722768,-1.06365597752156e-05
"1980-11-01",0.00010864,0.000492182,0.000105873756338521,-0.000383542,2.76624366147893e-06
"1980-12-01",9.08e-05,0.00039872,0.000103462584613269,-0.00030792,-1.26625846132685e-05
"1981-01-01",6.328e-05,0.00033565688,9.41135154981895e-05,-0.00027237688,-3.08335154981895e-05
"1981-02-01",5.552e-05,0.0003105928,7.81830597124254e-05,-0.0002550728,-2.26630597124254e-05
"1981-03-01",5.256e-05,0.00029148968,8.07756057324508e-05,-0.00023892968,-2.82156057324508e-05
"1981-04-01",5.24e-05,0.00031491352,9.50835539770687e-05,-0.00026251352,-4.26835539770687e-05
"1981-05-01",5.704e-05,0.00058166768,0.000115510046809556,-0.00052462768,-5.84700468095559e-05
"1981-06-01",6.664e-05,0.00064121744,0.000112724979950028,-0.00057457744,-4.60849799500281e-05
"1981-07-01",7.64e-05,0.0007975136,0.000160498606630192,-0.0007211136,-8.40986066301918e-05
"1981-08-01",8.864e-05,0.00082067128,0.000279706214860609,-0.00073203128,-0.000191066214860609
"1981-09-01",0.00010152,0.00089688992,0.000323052073951002,-0.00079536992,-0.000221532073951002
"1981-10-01",0.000112,0.00076735248,0.000246618881588801,-0.00065535248,-0.000134618881588801
"1981-11-01",0.00010584,0.00056585096,0.000118250836557486,-0.00046001096,-1.24108365574863e-05
"1981-12-01",0.00010424,0.00041304512,0.000101585791148395,-0.00030880512,2.65420885160472e-06
"1982-01-01",6.624e-05,0.00036086784,9.37875424434103e-05,-0.00029462784,-2.75475424434103e-05
"1982-02-01",5.912e-05,0.00031636496,7.856229255395e-05,-0.00025724496,-1.944229255395e-05
"1982-03-01",5.464e-05,0.00031411072,7.49179656397075e-05,-0.00025947072,-2.02779656397075e-05
"1982-04-01",5.152e-05,0.00030700872,7.35180439577915e-05,-0.00025548872,-2.19980439577915e-05
"1982-05-01",5.192e-05,0.00048352384,0.000102339932560453,-0.00043160384,-5.04199325604529e-05
"1982-06-01",6.048e-05,0.00073572656,0.000137820331609132,-0.00067524656,-7.73403316091318e-05
"1982-07-01",7.048e-05,0.0007285072,0.000127522055051985,-0.0006580272,-5.70420550519847e-05
"1982-08-01",8.36e-05,0.00093557616,0.000252296255452473,-0.00085197616,-0.000168696255452473
"1982-09-01",9.16e-05,0.0007037516,0.000145483982757459,-0.0006121516,-5.38839827574586e-05
"1982-10-01",9.616e-05,0.00069581088,0.000159225847644575,-0.00059965088,-6.30658476445747e-05
"1982-11-01",9.656e-05,0.00053315656,0.000106876031213897,-0.00043659656,-1.0316031213897e-05
"1982-12-01",7.496e-05,0.000428422,0.000115809247545287,-0.000353462,-4.08492475452866e-05
"1983-01-01",NA,0.00044729288,0.000106203905489309,NA,NA
"1983-02-01",NA,0.00045261048,9.10732152470808e-05,NA,NA
"1983-03-01",NA,0.00036772432,8.08487030929508e-05,NA,NA
"1983-04-01",NA,0.00032525192,7.46121283847216e-05,NA,NA
"1983-05-01",NA,0.00039493368,8.91147622179455e-05,NA,NA
"1983-06-01",NA,0.00048019904,8.35098752400832e-05,NA,NA
"1983-07-01",NA,0.00062931376,0.000113609211669273,NA,NA
"1983-08-01",NA,0.00070240536,0.000142531000661783,NA,NA
"1983-09-01",NA,0.00079838224,0.000241538827317153,NA,NA
"1983-10-01",NA,0.00073172392,0.000223704156225097,NA,NA
"1983-11-01",NA,0.00057403784,0.000116495296017464,NA,NA
"1983-12-01",NA,0.00041832824,0.000104922471598981,NA,NA
"1984-01-01",NA,0.00035701608,9.47874434583759e-05,NA,NA
"1984-02-01",NA,0.0003124208,7.73244294907053e-05,NA,NA
"1984-03-01",NA,0.00028082608,7.12442779111647e-05,NA,NA
"1984-04-01",NA,0.00033324544,7.55919624466476e-05,NA,NA
"1984-05-01",NA,0.0004643016,7.66563198219094e-05,NA,NA
"1984-06-01",NA,0.00065506352,9.75506823823825e-05,NA,NA
"1984-07-01",NA,0.00067592928,0.000117793280771404,NA,NA
"1984-08-01",NA,0.00068078632,0.000134429192520256,NA,NA
"1984-09-01",NA,0.00067604256,0.000147515115820989,NA,NA
"1984-10-01",NA,0.00052224344,9.9628484804687e-05,NA,NA
"1984-11-01",NA,0.00040637128,8.77827387396801e-05,NA,NA
"1984-12-01",NA,0.00036855512,9.16583986818709e-05,NA,NA
"1985-01-01",NA,0.00032345312,8.4208534651658e-05,NA,NA
"1985-02-01",NA,0.0003121644,7.74234849207103e-05,NA,NA
"1985-03-01",NA,0.00031275304,7.35815108607057e-05,NA,NA
"1985-04-01",NA,0.00047861232,0.000109881567640531,NA,NA
"1985-05-01",NA,0.00076371448,0.00019207330808722,NA,NA
"1985-06-01",NA,0.00086962792,0.000207347203330132,NA,NA
"1985-07-01",NA,0.0009129312,0.000256178303548978,NA,NA
"1985-08-01",NA,0.00088834264,0.000327770393748217,NA,NA
"1985-09-01",NA,0.00077081384,0.00025990757006208,NA,NA
"1985-10-01",NA,0.00066221336,0.000169383993751162,NA,NA
"1985-11-01",NA,0.0005141972,0.000114906924956186,NA,NA
"1985-12-01",NA,0.00038584088,9.72568785323525e-05,NA,NA
"1986-01-01",NA,0.0003276584,8.42324189801672e-05,NA,NA
"1986-02-01",NA,0.00031939608,6.97772790882963e-05,NA,NA
"1986-03-01",NA,0.0003279868,6.74224447728999e-05,NA,NA
"1986-04-01",NA,0.0003562004,8.86687315694678e-05,NA,NA
"1986-05-01",NA,0.00046709208,0.000103602277264342,NA,NA
"1986-06-01",NA,0.00067462984,9.70143887383792e-05,NA,NA
"1986-07-01",NA,0.00077417008,0.000148801064931151,NA,NA
"1986-08-01",NA,0.00073340568,0.000161546197177014,NA,NA
"1986-09-01",NA,0.0006209816,0.000143019652715542,NA,NA
"1986-10-01",NA,0.0005355956,0.000115032506055812,NA,NA
"1986-11-01",NA,0.000404194,8.78173734137498e-05,NA,NA
"1986-12-01",NA,0.00032777768,8.7502898719645e-05,NA,NA
"1987-01-01",NA,0.0003018472,8.34106139863244e-05,NA,NA
"1987-02-01",NA,0.0003218276,7.86928261741812e-05,NA,NA
"1987-03-01",NA,0.00033415592,7.49055432465267e-05,NA,NA
"1987-04-01",NA,0.00037891936,7.35636688770409e-05,NA,NA
"1987-05-01",NA,0.00044740592,9.15626463207367e-05,NA,NA
"1987-06-01",NA,0.00075486312,0.000144841530229242,NA,NA
"1987-07-01",NA,0.0007091164,0.000116336958283895,NA,NA
"1987-08-01",NA,0.00065516256,0.000109958343064998,NA,NA
"1987-09-01",NA,0.00065742176,0.000135822770241866,NA,NA
"1987-10-01",NA,0.0005984232,0.000132614811692724,NA,NA
"1987-11-01",NA,0.00052541696,0.000109152673108321,NA,NA
"1987-12-01",NA,0.0004011588,9.2573953572251e-05,NA,NA
