"datetime","obs","pcr","pcr_corrected","res","res_corrected"
"1979-01-01",NA,1.30806620689655e-05,9.75463609006677e-05,NA,NA
"1979-02-01",NA,1.25160827586207e-05,9.40094149755375e-05,NA,NA
"1979-03-01",NA,1.20587586206897e-05,9.92164359219922e-05,NA,NA
"1979-04-01",NA,1.16222896551724e-05,9.63584980491982e-05,NA,NA
"1979-05-01",NA,1.15060965517241e-05,8.61885667108144e-05,NA,NA
"1979-06-01",NA,0.000136038289655172,0.000133708233202494,NA,NA
"1979-07-01",NA,0.000304346979310345,0.000154013820042752,NA,NA
"1979-08-01",NA,0.000486843144827586,0.000276328287925284,NA,NA
"1979-09-01",NA,0.000444645682758621,0.00024232306995579,NA,NA
"1979-10-01",NA,0.000161354979310345,0.000144147430172394,NA,NA
"1979-11-01",NA,5.12784e-05,9.44740214093781e-05,NA,NA
"1979-12-01",NA,1.2769324137931e-05,9.30606445520312e-05,NA,NA
"1980-01-01",NA,9.2552275862069e-06,9.43374503063461e-05,NA,NA
"1980-02-01",NA,8.84706206896552e-06,8.48101322551677e-05,NA,NA
"1980-03-01",NA,8.51337931034483e-06,0.000100112872117607,NA,NA
"1980-04-01",NA,8.24524137931034e-06,9.65999168722914e-05,NA,NA
"1980-05-01",NA,8.12457931034483e-06,8.31844378091484e-05,NA,NA
"1980-06-01",NA,3.54523034482759e-05,9.76357542605546e-05,NA,NA
"1980-07-01",NA,0.000181091420689655,0.000133476553035589,NA,NA
"1980-08-01",NA,0.000685983227586207,0.000249490308105569,NA,NA
"1980-09-01",NA,0.000779174565517241,0.00036752910760729,NA,NA
"1980-10-01",NA,0.000176480937931035,0.000173010838836307,NA,NA
"1980-11-01",NA,3.57234206896552e-05,0.000101286434801316,NA,NA
"1980-12-01",NA,1.00030344827586e-05,9.16604162175048e-05,NA,NA
"1981-01-01",0,7.93986206896552e-06,0.000101688761493246,-7.93986206896552e-06,-0.000101688761493246
"1981-02-01",0,7.65533793103448e-06,0.000104198553401718,-7.65533793103448e-06,-0.000104198553401718
"1981-03-01",0,7.44380689655172e-06,9.75687575801433e-05,-7.44380689655172e-06,-9.75687575801433e-05
"1981-04-01",0,7.2680275862069e-06,9.46565120324527e-05,-7.2680275862069e-06,-9.46565120324527e-05
